Gent_Label,Data.Measurement.Year,Census.Tract.Code,prop.change.population.under.18,prop.change.population.young.adult,prop.change.population.middle.aged,prop.change.population.older.adulthood,prop.change.population.race.White,prop.change.population.race.Black,prop.change.population.race.Native,prop.change.population.race.Islander,prop.change.population.race.Other,prop.change.population.race.Latino,prop.change.households.Nonfamily,prop.change.housing.Owner.Occupied,prop.change.population.Owner.Occupied,prop.change.population.Renter.Occupied,prop.change.housing.householder.race.White,prop.change.housing.householder.race.Black,prop.change.housing.householder.race.Native,prop.change.housing.householder.race.Islander,prop.change.housing.householder.race.Other,prop.change.housing.owner.occupied.householder.race.White,prop.change.housing.owner.occupied.householder.race.Black,prop.change.housing.owner.occupied.householder.race.Native,prop.change.housing.owner.occupied.householder.race.Islander,prop.change.housing.owner.occupied.householder.race.Other,prop.change.housing.renter.occupied.householder.race.White,prop.change.housing.renter.occupied.householder.race.Black,prop.change.housing.renter.occupied.householder.race.Native,prop.change.housing.renter.occupied.householder.race.Islander,prop.change.housing.renter.occupied.householder.race.Other,prop.change.household.size.renter.occupied,prop.change.household.size.owner.occupied,prop.change.household.size
Eligible,2000-2010,9600,-0.032464832,-0.07245624,-0.062295446,0.478539918,-0.01200157,-0.139711181,-0.280537116,-0.390591219,-0.765058771,0.75330152,-0.067242877,0.004990491,-0.04779878,0.132230369,0.058118514,-0.204563886,-0.146881789,-0.063242749,0.569068395,0.062866322,-0.252147844,-0.237368157,-0.227333527,0.223388582,0.039462081,-0.152988215,-0.041666667,0.331018519,0.814128944,0.166032953,-0.036240539,0.02472992
Ineligible,2000-2010,10600,0.233250359,-0.348296248,-0.107803391,0.461932545,-0.015539969,0.883786025,-1,0.021176936,8.76777939,0.627963232,-0.114632929,0.007285678,-0.003798726,0.0200385,-0.012310156,0.950873763,-1,0.43748593,1.626176219,-0.009105282,1.085744909,-1,0.274621889,0.564308682,-0.025337254,0.890889831,-1,3.322033898,Inf,0.128363162,0.063610086,0.075444526
Ineligible,2000-2010,10700,0.134454063,-0.286020312,-0.089565221,0.468451745,-0.01783829,0.129578266,-0.33853525,1.248980151,Inf,-0.153002454,-0.084864081,0.050490367,0.020531412,-0.121196832,-0.027379979,0.205799436,0.045026178,3.389109948,0.567539267,-0.02793217,-0.204161248,-0.00520156,3.725292588,Inf,-0.028183615,1.922939068,0.252688172,1.505376344,0.252688172,0.10952381,0.024233298,0.049788103
Ineligible,2000-2010,11000,-0.020059326,-0.048170712,-0.102281194,0.345477237,-0.007737096,-0.054608428,0.273054884,-0.10537026,0.284246575,0.209144436,-0.047063966,-0.044156181,-0.065175216,0.414114207,-0.015302241,-0.002619689,0.182080369,0.267876525,-0.048425303,0.011871458,-0.197971602,-0.158365262,0.298522167,0.082101806,-0.122676495,0.361940299,0.470895522,0.089552239,-0.308553387,0.154525537,0.012946292,0.031286236
Ineligible,2000-2010,11703,0.071250644,-0.226254089,-0.087976809,0.493049329,-0.008712559,-0.002474635,-0.616336398,-0.117977572,-0.501237317,0.826238745,-0.063267553,-0.02497563,-0.034391119,0.369779729,-0.001361294,-0.047181926,1.071343639,-0.30955212,0.165130797,0.003507912,-0.203349282,0.062200957,-0.125246271,-0.393028025,-0.022610992,0.165035877,Inf,-1,3.292237443,0.163784496,0.028205917,0.036699781
Ineligible,2000-2010,11704,0.091735126,-0.205580325,0.023176432,0.114440597,-0.061137184,0.261861014,0.770577105,-0.109443648,-0.055692211,1.892064462,-0.001281733,-0.043369803,-0.04977387,0.82375883,-0.036184897,0.246090025,1.469765625,0.393871252,2.951625,-0.018458867,0.126370461,0.032693984,0.290061192,1.753850625,-0.168527848,0.323473684,Inf,1.406315789,Inf,0.148090786,0.038827487,0.046156835
Ineligible,2000-2010,11800,-0.050636581,0.007196072,-0.024246935,0.077021302,-0.042251626,0.192392627,0.42836062,0.230736233,-0.366035594,0.737808312,0.035426591,-0.023936587,-0.035941615,0.315133088,-0.029082737,0.133623297,1.130174496,0.704139597,1.230873654,-0.009466003,-0.161953009,0.629535817,0.745931232,0.396744986,-0.161339962,0.780539773,2.122395833,0.419270833,4.109375,0.100166803,-0.003543079,0.00816392
Eligible,2000-2010,11998,-0.086947303,0.067091653,-0.100666165,0.141518173,-0.051516585,0.1177815,-0.170726968,0.665343384,2.05879397,0.956970336,0.04224027,-0.024853785,-0.010616709,0.182142597,-0.041349013,1.008878866,-0.229412016,0.946748592,0.838595892,-0.026471377,0.53566603,-0.078600382,1.722317053,0.283378039,-0.113450781,1.273888363,-0.466887417,-0.281929991,2.350993377,-0.033837676,-0.02978718,-0.029564932
Ineligible,2000-2010,12001,0.172904222,-0.029173835,-0.037352407,-0.046224091,-0.076725392,1.415244643,0.001570133,0.17164808,-0.42767421,0.829639927,0.001173687,-0.020394776,-0.033272343,0.258069801,-0.043566123,1.239355022,0.283720725,0.291014593,0.47044374,-0.025461412,0.608275862,0.78697318,0.429578544,1.787678161,-0.154684706,1.702379469,-0.085959885,-0.289079911,-0.268767908,0.138215265,0.034839874,0.051789794
Ineligible,2000-2010,12003,0.079146271,-0.105831511,-0.035970424,0.16103513,-0.135634364,0.177509385,-0.028521626,-0.084440869,0.350591886,1.055248522,-0.038697479,-0.067222009,-0.044018606,0.049554005,-0.092352038,0.306640003,0.349480659,-0.091379578,0.921065199,-0.038486983,0.254310345,0.46969697,0.556149733,1.066761364,-0.141386775,0.237261058,0.245961168,-0.486957166,0.778548491,0.002849244,0.054701385,0.027756077
Eligible,2000-2010,12101,0.128549554,-0.036723878,-0.027471832,-0.079349342,-0.200424175,0.1657756,0.146483677,-0.236128849,0.363216208,0.807608117,-0.066384981,-0.044649325,-0.132587991,0.201420737,-0.118189235,0.186604632,0.482778091,-0.154752575,1.557792208,3.80E-04,-0.198194444,-0.380246914,-0.302777778,1.51,-0.322101299,0.197774675,0.938958707,0.005385996,1.445533505,0.22808787,-0.00615288,0.095085719
Eligible,2000-2010,12102,-0.080658611,0.059869613,-0.053364102,0.083694581,-0.074000881,0.18751211,-0.189561901,-0.540482496,-0.470734303,2.454767297,0.074103806,-0.05032207,-0.061811148,0.459218419,-0.03746007,0.307463838,-0.18379085,-0.133094629,3.197647059,-0.009919477,0.048350967,-0.574992851,-0.079151177,1.525756771,-0.157663317,0.32731841,0.347738693,-0.401005025,Inf,0.032166482,-0.021148286,-0.008652854
Ineligible,2000-2010,20101,-0.030587925,0.180471731,0.015929162,-0.067530879,-0.055453328,1.426135595,-0.0039326,0.694151611,-0.726081465,1.034823402,0.080070829,-0.030253724,0.015165759,1.254560249,-0.029859681,2.204683841,-0.150273224,0.686380832,0.274590164,-0.019464423,0.65233109,-0.369109948,0.658108471,0.314354276,-0.195590327,Inf,0.054054054,Inf,NA,0.094988192,-0.02587548,-0.018370682
Ineligible,2000-2010,20102,0.13864967,0.093612009,-0.064064476,-0.046193005,-0.034344979,0.511610152,-0.197769551,0.196096604,Inf,1.587964574,-0.050789041,-1.20E-04,0.004228021,-0.014072977,-0.015442624,0.488705234,0.023484848,-0.051597052,0.462121212,-0.020927823,1.339673913,-0.415081522,0.520788043,1.339673913,0.002249719,0.002249719,Inf,-0.263779528,-0.415354331,0.04484348,0.062017882,0.05845007
Eligible,2000-2010,20200,0.168463561,-0.08172892,-0.073639192,0.007414848,-0.407623769,0.772214086,-0.527752443,0.24938952,-0.212920738,1.930614272,-0.095374957,-0.065382137,-0.130953467,0.169507185,-0.28227457,0.905621535,-0.334311944,0.159636472,2.827706324,-0.112218808,0.538372868,-0.180904523,0.848215436,2.120363723,-0.441272306,0.90879154,-0.419439252,-0.237083633,2.837039424,0.187627214,-0.003563851,0.085689828
Ineligible,2000-2010,20301,0.050901483,0.233345491,-0.126220309,-0.08592016,-0.355286199,1.173264412,-0.324641904,1.968945511,0.575835557,5.222008781,0.104734477,-0.051322004,-0.082633235,0.715220585,-0.185044645,1.559859485,-0.306360656,2.1734,5.242754098,-0.131924557,1.248329774,-0.451626884,2.174791722,4.483731156,-0.57119923,1.107318232,-0.33605042,2.983697479,Inf,0.169038133,0.033765686,0.067472472
Eligible,2000-2010,20302,0.164321192,0.041051231,-0.065283611,-0.114095347,-0.338327867,0.57216612,-0.335816777,0.532730515,0.394784768,3.061735863,-0.062815327,-0.100476663,-0.086582354,0.293649854,-0.196733482,0.655355095,-0.095132039,0.770816869,1.375278396,-0.114466546,0.907097649,-0.061121157,0.670121018,0.844226298,-0.32173913,0.339393939,-0.133333333,1.6,5.066666667,0.117701149,0.066262035,0.090995864
Ineligible,2000-2010,20303,0.078229202,0.284576498,-0.131400578,-0.170187981,-0.35450126,0.800381076,-0.47332543,0.766881125,-1,2.79457822,0.108530823,-0.072517262,-0.100412642,1.108501961,-0.197304128,1.033457696,-0.532715529,1.185784596,0.731701274,-0.141625859,0.946361716,-0.433202358,0.975694639,1.692288802,-0.475570583,0.244160698,-1,2.337278107,-0.443786982,0.225586615,0.087072421,0.117215169
Eligible,2000-2010,20304,-0.016584489,0.083746495,-0.040490995,-0.022786386,-0.349704173,0.348049051,0.019173905,0.762479667,0.434392903,1.986058604,0.046890424,0.069968898,0.018143265,-0.054515158,-0.189504187,0.242073385,-0.2023692,1.257809763,1.463271587,-0.171990939,1.037620773,-0.105434783,1.07986413,7.945652174,-0.443566515,0.198461451,-0.297833935,1.80866426,0.103403816,0.233183927,0.059148037,0.109601351
Eligible,2000-2010,20400,0.162662576,0.108613041,-0.039175491,-0.18387548,-0.335682768,1.310449219,0.018369306,0.527247906,2.523714471,2.251912803,-0.076209544,-0.029225824,-0.132995556,0.308250109,-0.237928724,1.540604925,0.10915893,1.128673713,3.033305198,-0.078780478,0.523699993,0.904251536,0.777630624,2.19914258,-0.468474441,1.827414994,-0.360325,2.0917625,3.619875,0.40349405,0.001020491,0.126448485
Gentrified,2000-2010,20500,0.077764956,0.016389387,-0.052415573,-0.047448691,-0.259014493,0.929086991,0.034028314,0.20159812,-1,2.573037838,0.051816938,-0.074337164,-0.113198866,1.061144674,-0.147967346,0.8159859,0.614114646,0.616375311,3.757945787,-0.098433064,0.432075472,1.256603774,0.475471698,5.393710692,-0.347085202,0.839380351,-0.515695067,2.013452915,0.506726457,0.329875167,0.002974237,0.055263861
Eligible,2000-2010,20600,0.025737288,0.185402302,-0.07608488,-0.078229093,-0.262934085,1.199029808,0.002125266,0.645960564,0.904038005,2.754188141,0.133727013,-0.13362249,-0.142807876,1.101152071,-0.158480317,1.669051205,0.004819277,1.577579885,8.043373494,-0.149611082,1.029639175,-0.130154639,1.530459231,25.67525773,-0.194370756,4.77016129,Inf,6.052419355,0.282258065,0.410483871,0.046062608,0.054577887
Ineligible,2000-2010,20700,-0.112884332,-0.036565229,-0.029824619,0.212196633,-0.131168214,1.327834616,-0.002002819,0.359929688,-0.452711223,1.082964748,0.154034127,-0.047924798,-0.053606323,0.566378223,-0.080942965,1.494680851,-0.131205674,0.309874523,1.234042553,-0.054709059,1.057333595,0.095032397,0.210298966,1.67674586,-0.210995403,1.171832744,-0.653110048,3.85645933,0.110047847,-0.009170654,-0.054277611,-0.051981974
Eligible,2000-2010,20801,-0.105676535,0.037558318,0.021853873,0.048839493,-0.161370287,1.52702192,-0.004401761,0.533843537,-0.471088435,3.421158207,0.161697469,-0.034763505,-0.044943215,0.34382716,-0.088050314,1.651991614,0.297169811,1.075471698,2.528301887,-0.041411631,0.478276878,-0.193667158,0.791850761,5.988217968,-0.279263247,2.792361485,Inf,Inf,0.183431953,0.127547666,-0.037520163,-0.022318309
Gentrified,2000-2010,20804,0.047398251,-0.001728907,0.027532473,-0.06909583,-0.170028873,1.398056341,0.01227209,-0.081456807,Inf,1.502561555,0.10489595,-0.029073291,-0.10153649,0.277422069,-0.109453131,1.583561797,0.597269625,-0.266439135,2.194539249,-0.029500744,1.193464052,5.580392157,0.595246583,0.645098039,-0.286835222,1.512285012,-1,-0.556655586,2.876096876,0.259075135,-0.028027114,0.048532613
Ineligible,2000-2010,20902,-0.060961668,0.236693583,-0.088839131,-0.009774069,-0.084535595,0.729364129,-0.637736223,0.352451434,6.100370028,4.325277521,0.20255204,-0.038307044,-0.045817473,1.273517497,-0.034899935,1.033898305,-0.322033898,0.423728814,Inf,-0.025156632,0.538119582,Inf,0.198451508,Inf,-0.123736158,3.179104478,-0.825870647,Inf,Inf,0.158860868,-0.006429762,0.00798717
Ineligible,2000-2010,20903,-0.0754971,0.220445064,-0.125478911,0.053307992,-0.100406,1.157904778,0.543079385,0.383250071,Inf,1.650822703,0.10959011,-0.031675823,-0.054952591,1.073698569,-0.031702772,0.811506727,-0.20293704,0.107031889,1.656876533,-0.015499028,0.271019573,-0.485539697,0.028920607,1.229327981,-0.195185292,1.42454902,0.276078431,Inf,Inf,0.341248287,-0.004687773,0.022122345
Ineligible,2000-2010,21001,0.002015952,-0.073310212,-0.002899494,0.089554831,-0.150831539,1.483464861,0.019157749,0.279609174,0.783526061,2.204568181,0.019868187,-0.030929895,-0.06931989,0.226251739,-0.112016311,1.76326516,-0.179934211,0.48927042,1.306435033,-0.013461055,0.126045029,1.115599751,0.246692711,0.851149782,-0.325016464,2.169400567,-0.725394897,0.691567436,2.12363305,0.152805245,-0.03595741,0.008386502
Ineligible,2000-2010,21002,0.037295776,-0.158728265,-0.209641574,0.441218086,-0.063664754,1.10704606,-0.201834208,-0.479073211,-0.376432975,-0.015083878,0.258999531,-0.080580155,-0.074241253,0.147522704,-0.009052618,0.807011046,-0.058848414,-0.584142322,-0.401085354,-0.005955916,0.364848485,0.023636364,-0.162479339,-0.232272727,0.019001258,0.727506427,-0.156812339,-0.736503856,-0.51817848,-0.031144948,-0.048054739,-0.056676878
Eligible,2000-2010,21100,0.066442067,0.108203184,-0.114521138,-0.018004226,-0.157400184,2.123013771,-0.080773305,0.331293834,-0.670021186,1.862789166,0.020655604,-0.082981944,-0.119124354,0.545482861,-0.117542257,2.835606604,-0.173869347,0.906455354,5.195979899,-0.032365638,0.313795145,-0.249259917,0.576554174,2.941385435,-0.324370443,4.737720553,-0.193133047,1.689556509,7.875536481,0.252450195,0.00131497,0.041546442
Ineligible,2000-2010,21200,-0.068429833,0.110732065,-0.074447188,0.06745679,-0.117261295,1.478024691,1.499809524,0.974295082,-0.228,0.76952809,0.023675374,-0.037255439,-0.065141509,0.359584208,-0.078010812,1.55153722,0.236148467,1.575309306,0.442173211,-0.030915923,0.407877028,4.349932705,1.674966353,0.248317631,-0.270313285,2.582067322,-0.782171582,1.178284182,0.524798928,0.148252951,-0.027950868,-0.003163728
Eligible,2000-2010,21300,0.078939395,0.05648794,0.02339961,-0.11103482,-0.169389408,1.305168235,-0.570580265,0.487996968,-0.634993225,1.624352509,0.027421351,-0.043666672,-0.062293448,0.199824251,-0.124429146,1.643618871,-0.331068099,0.598003985,0.932469935,-0.032542928,1.128959694,-0.326430831,0.443362505,0.51553063,-0.236515769,1.670277826,-0.346246973,0.754237288,1.379661017,0.125418924,-0.027474831,0.017541534
Ineligible,2000-2010,21400,0.033564428,0.010045328,-0.073145513,0.079481105,-0.155906079,1.371779097,-0.203618106,0.533772536,Inf,1.399488303,0.087151149,-0.050990491,-0.063881499,0.522309781,-0.086610331,1.500102881,-0.078909465,0.65420341,0.214624881,-0.025541556,0.294107911,-0.445382324,0.459520201,0.21007493,-0.385698808,3.673076923,0.557692308,2.115384615,0.168269231,0.111844509,-0.029521093,-9.82E-04
Ineligible,2000-2010,21501,0.001288339,-0.050032408,-0.020221806,0.040291417,-0.102259261,1.183778248,-0.348319139,0.588280276,-1,-0.161117062,0.057817615,0.028700262,0.018777105,-0.022205608,-0.084562998,1.330234548,0.227126317,0.362818169,-0.62974637,-0.031035401,0.670046083,1.087557604,0.530875576,0.043778802,-0.155418559,1.523130332,-0.446313066,0.107373868,-0.80741324,0.010388183,-0.006894465,0.004895564
