GIS.Join.Match.Code..2012,X1990..Persons..25.years.and.over...Less.than.9th.grade,X1990..Persons..25.years.and.over...9th.to.12th.grade..no.diploma,X1990..Persons..25.years.and.over...High.school.graduate..GED..or.alternative,X1990..Persons..25.years.and.over...Some.college..no.degree,X1990..Persons..25.years.and.over...Associate.s.degree,X1990..Persons..25.years.and.over...Bachelor.s.degree,X1990..Persons..25.years.and.over...Graduate.or.professional.degree,X1990..Persons..18.years.and.over...Less.than.9th.grade,X1990..Persons..18.years.and.over...9th.to.12th.grade..no.diploma,X1990..Persons..18.years.and.over...High.school.graduate..GED..or.alternative,X1990..Persons..18.years.and.over...Some.college..no.degree,X1990..Persons..18.years.and.over...Associate.degree,X1990..Persons..18.years.and.over...Bachelor.s.degree,X1990..Persons..18.years.and.over...Graduate.or.professional.degree,X1990..Persons..16.years.and.over...In.labor.force,X1990..Persons..16.years.and.over...In.labor.force..In.Armed.Forces,X1990..Persons..16.years.and.over...In.labor.force..Civilian,X1990..Persons..16.years.and.over...In.labor.force..Civilian..Employed,X1990..Persons..16.years.and.over...In.labor.force..Civilian..Unemployed,X1990..Persons..16.years.and.over...Not.in.labor.force,X1990..Households..Income.less.than..10.000,X1990..Households..Income..10.000.to..14.999,X1990..Households..Income..15.000.to..19.999,X1990..Households..Income..20.000.to..24.999,X1990..Households..Income..25.000.to..29.999,X1990..Households..Income..30.000.to..34.999,X1990..Households..Income..35.000.to..39.999,X1990..Households..Income..40.000.to..44.999,X1990..Households..Income..45.000.to..49.999,X1990..Households..Income..50.000.to..59.999,X1990..Households..Income..60.000.to..74.999,X1990..Households..Income..75.000.to..99.999,X1990..Households..Income..100.000.to..124.999,X1990..Households..Income..125.000.to..149.999,X1990..Households..Income..150.000.or.more,X1990..Median.income.in.previous.year..Households,TRACT12,X2000..Persons..25.years.and.over...Less.than.9th.grade,X2000..Persons..25.years.and.over...9th.to.12th.grade..no.diploma,X2000..Persons..25.years.and.over...High.school.graduate..GED..or.alternative,X2000..Persons..25.years.and.over...Some.college..no.degree,X2000..Persons..25.years.and.over...Associate.s.degree,X2000..Persons..25.years.and.over...Bachelor.s.degree,X2000..Persons..25.years.and.over...Graduate.or.professional.degree,X2000..Persons..18.years.and.over...Less.than.9th.grade,X2000..Persons..18.years.and.over...9th.to.12th.grade..no.diploma,X2000..Persons..18.years.and.over...High.school.graduate..GED..or.alternative,X2000..Persons..18.years.and.over...Some.college..no.degree,X2000..Persons..18.years.and.over...Associate.degree,X2000..Persons..18.years.and.over...Bachelor.s.degree,X2000..Persons..18.years.and.over...Graduate.or.professional.degree,X2000..Persons..16.years.and.over...In.labor.force,X2000..Persons..16.years.and.over...In.labor.force..In.Armed.Forces,X2000..Persons..16.years.and.over...In.labor.force..Civilian,X2000..Persons..16.years.and.over...In.labor.force..Civilian..Employed,X2000..Persons..16.years.and.over...In.labor.force..Civilian..Unemployed,X2000..Persons..16.years.and.over...Not.in.labor.force,X2000..Households..Income.less.than..10.000,X2000..Households..Income..10.000.to..14.999,X2000..Households..Income..15.000.to..19.999,X2000..Households..Income..20.000.to..24.999,X2000..Households..Income..25.000.to..29.999,X2000..Households..Income..30.000.to..34.999,X2000..Households..Income..35.000.to..39.999,X2000..Households..Income..40.000.to..44.999,X2000..Households..Income..45.000.to..49.999,X2000..Households..Income..50.000.to..59.999,X2000..Households..Income..60.000.to..74.999,X2000..Households..Income..75.000.to..99.999,X2000..Households..Income..100.000.to..124.999,X2000..Households..Income..125.000.to..149.999,X2000..Households..Income..150.000.or.more,X2000..Median.income.in.previous.year..Households,Area.Name..2012,X2008.2012..Persons..25.years.and.over...Less.than.9th.grade,Margin.of.error..2008.2012..Persons..25.years.and.over...Less.than.9th.grade,X2008.2012..Persons..25.years.and.over...9th.to.12th.grade..no.diploma,Margin.of.error..2008.2012..Persons..25.years.and.over...9th.to.12th.grade..no.diploma,X2008.2012..Persons..25.years.and.over...High.school.graduate..GED..or.alternative,Margin.of.error..2008.2012..Persons..25.years.and.over...High.school.graduate..GED..or.alternative,X2008.2012..Persons..25.years.and.over...Some.college..no.degree,Margin.of.error..2008.2012..Persons..25.years.and.over...Some.college..no.degree,X2008.2012..Persons..25.years.and.over...Associate.s.degree,Margin.of.error..2008.2012..Persons..25.years.and.over...Associate.s.degree,X2008.2012..Persons..25.years.and.over...Bachelor.s.degree,Margin.of.error..2008.2012..Persons..25.years.and.over...Bachelor.s.degree,X2008.2012..Persons..25.years.and.over...Graduate.or.professional.degree,Margin.of.error..2008.2012..Persons..25.years.and.over...Graduate.or.professional.degree,X2008.2012..Persons..18.years.and.over...Less.than.9th.grade,Margin.of.error..2008.2012..Persons..18.years.and.over...Less.than.9th.grade,X2008.2012..Persons..18.years.and.over...9th.to.12th.grade..no.diploma,Margin.of.error..2008.2012..Persons..18.years.and.over...9th.to.12th.grade..no.diploma,X2008.2012..Persons..18.years.and.over...High.school.graduate..GED..or.alternative,Margin.of.error..2008.2012..Persons..18.years.and.over...High.school.graduate..GED..or.alternative,X2008.2012..Persons..18.years.and.over...Some.college..no.degree,Margin.of.error..2008.2012..Persons..18.years.and.over...Some.college..no.degree,X2008.2012..Persons..18.years.and.over...Associate.degree,Margin.of.error..2008.2012..Persons..18.years.and.over...Associate.degree,X2008.2012..Persons..18.years.and.over...Bachelor.s.degree,Margin.of.error..2008.2012..Persons..18.years.and.over...Bachelor.s.degree,X2008.2012..Persons..18.years.and.over...Graduate.or.professional.degree,Margin.of.error..2008.2012..Persons..18.years.and.over...Graduate.or.professional.degree,X2008.2012..Persons..16.years.and.over...In.labor.force,Margin.of.error..2008.2012..Persons..16.years.and.over...In.labor.force,X2008.2012..Persons..16.years.and.over...In.labor.force..In.Armed.Forces,Margin.of.error..2008.2012..Persons..16.years.and.over...In.labor.force..In.Armed.Forces,X2008.2012..Persons..16.years.and.over...In.labor.force..Civilian,Margin.of.error..2008.2012..Persons..16.years.and.over...In.labor.force..Civilian,X2008.2012..Persons..16.years.and.over...In.labor.force..Civilian..Employed,Margin.of.error..2008.2012..Persons..16.years.and.over...In.labor.force..Civilian..Employed,X2008.2012..Persons..16.years.and.over...In.labor.force..Civilian..Unemployed,Margin.of.error..2008.2012..Persons..16.years.and.over...In.labor.force..Civilian..Unemployed,X2008.2012..Persons..16.years.and.over...Not.in.labor.force,Margin.of.error..2008.2012..Persons..16.years.and.over...Not.in.labor.force,X2008.2012..Households..Income.less.than..10.000,Margin.of.error..2008.2012..Households..Income.less.than..10.000,X2008.2012..Households..Income..10.000.to..14.999,Margin.of.error..2008.2012..Households..Income..10.000.to..14.999,X2008.2012..Households..Income..15.000.to..19.999,Margin.of.error..2008.2012..Households..Income..15.000.to..19.999,X2008.2012..Households..Income..20.000.to..24.999,Margin.of.error..2008.2012..Households..Income..20.000.to..24.999,X2008.2012..Households..Income..25.000.to..29.999,Margin.of.error..2008.2012..Households..Income..25.000.to..29.999,X2008.2012..Households..Income..30.000.to..34.999,Margin.of.error..2008.2012..Households..Income..30.000.to..34.999,X2008.2012..Households..Income..35.000.to..39.999,Margin.of.error..2008.2012..Households..Income..35.000.to..39.999,X2008.2012..Households..Income..40.000.to..44.999,Margin.of.error..2008.2012..Households..Income..40.000.to..44.999,X2008.2012..Households..Income..45.000.to..49.999,Margin.of.error..2008.2012..Households..Income..45.000.to..49.999,X2008.2012..Households..Income..50.000.to..59.999,Margin.of.error..2008.2012..Households..Income..50.000.to..59.999,X2008.2012..Households..Income..60.000.to..74.999,Margin.of.error..2008.2012..Households..Income..60.000.to..74.999,X2008.2012..Households..Income..75.000.to..99.999,Margin.of.error..2008.2012..Households..Income..75.000.to..99.999,X2008.2012..Households..Income..100.000.to..124.999,Margin.of.error..2008.2012..Households..Income..100.000.to..124.999,X2008.2012..Households..Income..125.000.to..149.999,Margin.of.error..2008.2012..Households..Income..125.000.to..149.999,X2008.2012..Households..Income..150.000.or.more,Margin.of.error..2008.2012..Households..Income..150.000.or.more,X2008.2012..Median.income.in.previous.year..Households,Margin.of.error..2008.2012..Median.income.in.previous.year..Households
G2500250030500,21100,24900,24500,21000,8000,37900,20100,21900,29700,28700,30700,11600,47000,20100,145500,0,145500,139700,5800,45300,14400,11300,6400,5900,10900,9500,10900,4800,6800,4800,12600,12800,2500,0,900,3420100,030500,8700,6900,19100,22700,10000,63100,58100,8700,8200,21800,26900,10800,88500,58100,190000,7500,182500,177200,5300,34300,6600,3800,3700,2000,6000,11100,4200,7700,7800,11400,17000,21100,8400,3000,23800,6348800,"Census Tract 305, Suffolk County, Massachusetts",59,56,11,23,70,31,156,71,20,21,1112,211,699,152,59,46,11,38,91,51,296,133,23,40,1358,234,705,157,2199,203,53,64,2146,188,2145,188,1,2,344,105,51,30,0,12,53,40,47,42,66,56,18,29,32,26,38,38,45,41,77,50,177,74,155,67,246,100,156,57,412,127,102218,13874
G2500250040100,3949.5999999999995,12306.8,22983.899999999998,28872.6,4951.4000000000005,40719.1,43960,3949.5999999999995,13101.2,24124.2,30950.7,4951.4000000000005,46782.1,44937,133132.90000000002,0,133132.90000000002,127399.90000000001,5733,36487.299999999996,18597.3,3655.7000000000003,4357.200000000001,4828.9,6484.999999999999,3865.5,5603.3,5608.9,4146.6,11792.8,13561.8,7961.700000000001,4707.200000000001,1869.8999999999999,6944.700000000001,4331279.4,040100,500,16300,20300,15000,3300,54200,50400,1000,17100,20900,15700,3300,57100,51400,130100,0,130100,126700,3400,38700,12800,4700,600,2400,1800,1900,1700,1000,600,14000,10300,13200,14000,5400,19300,7506100,"Census Tract 401, Suffolk County, Massachusetts",0,40,90,53,127,62,71,40,46,37,832,175,689,165,0,38,90,62,140,73,71,47,46,45,832,165,689,156,1409,153,0,12,1409,153,1388,150,21,24,459,111,16,19,104,46,18,20,32,31,45,39,8,13,7,12,17,20,0,12,35,46,25,22,138,74,111,66,99,56,497,119,132885,26883
G2500250040200,10400,8300,35100,12400,3700,11000,3900,11200,13700,42300,16400,3700,16700,3900,69100,0,69100,53200,15900,44100,19900,2200,8400,600,6500,3400,1800,2400,2100,2500,5500,3000,0,1000,0,1949400,040200,11200,16400,23300,15600,5000,22600,8600,11700,19300,27600,16600,5000,24100,8600,62800,0,62800,58400,4400,53700,12300,5700,8400,1800,1300,6100,3500,3000,2300,3200,5200,3900,2400,1500,7500,3227500,"Census Tract 402, Suffolk County, Massachusetts",53,47,71,44,360,95,118,53,4,6,288,183,160,60,53,40,128,62,386,104,201,86,4,36,310,196,169,53,881,189,0,12,881,189,806,203,75,42,392,102,91,43,66,40,39,33,39,33,25,29,23,24,5,9,9,14,50,42,44,46,15,13,53,32,60,33,10,11,139,68,48750,13813
G2500250040300,11300,28100,89400,22100,9600,73400,45800,12900,31800,109900,33500,12200,92300,46200,265500,0,265500,244900,20600,78200,31100,7400,12600,11200,11600,8900,10900,10100,10600,15900,24600,15200,9400,0,0,8053100,040300,9100,15500,54700,36300,18000,81700,73700,9600,20100,62600,40100,18900,96200,74700,246200,0,246200,235300,10900,80400,12700,6000,5500,4500,13100,9700,7600,6300,6000,12500,20400,28700,18000,9600,25300,6567300,"Census Tract 403, Suffolk County, Massachusetts",125,118,48,48,423,190,322,139,61,72,1453,235,787,187,125,120,50,55,423,160,352,129,61,81,1488,255,787,189,2758,225,0,12,2758,225,2616,215,142,85,562,164,186,116,50,38,42,53,36,34,22,21,32,38,60,35,11,17,38,46,63,46,100,78,149,72,388,136,238,100,505,147,117921,5982
G2500250040401,5158.4000000000005,23808,51484.799999999996,18451.2,8233.6,21526.4,23609.6,5158.4000000000005,25395.2,59619.2,21724.8,8233.6,22220.8,23609.6,117155.2,0,117155.2,108921.59999999999,8233.6,54064,16368,5059.2,7241.5999999999995,5158.4000000000005,4563.2,6844.799999999999,4265.5999999999995,4960,5356.8,8531.199999999999,9820.8,5952,2182.3999999999996,1686.4,992,3421705.5999999996,040401,3100,11200,47400,16000,4600,58400,20800,3600,14600,50300,21900,5000,62500,20800,125900,0,125900,124700,1200,59200,12000,6900,3200,5100,5000,3700,2100,4500,5500,6400,6700,14600,10400,4800,9400,5379800,"Census Tract 404.01, Suffolk County, Massachusetts",161,89,107,69,609,151,172,92,29,27,557,148,405,112,161,78,107,77,695,180,311,132,40,45,570,146,405,114,1753,205,13,22,1740,206,1558,224,182,83,640,130,129,77,35,31,43,33,74,56,34,33,48,37,9,15,9,14,35,31,85,68,105,75,168,62,92,61,95,62,254,95,75107,19179
G2500250040600,10500,17600,39700,34700,8400,45200,11300,10500,19000,46200,42700,10400,50500,12000,144900,0,144900,144900,0,49900,8500,5000,3000,5400,7500,6400,6300,10100,2700,11700,11400,8900,4400,3200,1900,8393500,040600,8500,9000,39300,24500,8200,55100,25900,8500,11300,41500,26200,9200,59100,26600,139600,0,139600,136500,3100,43400,8200,2600,4700,2500,1900,1900,5900,5900,2500,9300,17100,16300,9900,6600,8900,6447000,"Census Tract 406, Suffolk County, Massachusetts",25,39,65,43,329,114,247,86,147,64,772,182,542,132,25,41,77,49,360,103,285,97,147,81,792,174,575,140,1822,196,10,16,1812,197,1707,185,105,58,459,120,39,44,89,52,30,31,19,25,34,47,17,21,22,22,0,12,38,36,68,46,48,33,183,84,67,39,131,56,451,127,114167,44880
G2500250040801,13691.999999999998,29985.199999999997,35731.299999999996,24576.2,5715,48154.5,43830.399999999994,14791.999999999998,39703.6,47956.6,27024.5,6515.000000000001,61797.1,44553.4,169511.9,0,169511.9,158578.5,10933.4,76448.7,34434.7,12885.1,7501.2,9112.699999999999,13251.8,9489.7,7331.1,3131.1,3796.6,13876,12317.400000000001,7686.3,6610.4,1643.7,9763.3,3047415,040801,18200,27600,49100,21900,8300,65900,64700,19400,33800,57700,25900,8900,67800,65000,168500,0,168500,155900,12600,115100,33800,16800,20000,6400,4600,5500,8000,9600,2500,7400,3400,9700,14700,7100,22400,3348700,"Census Tract 408.01, Suffolk County, Massachusetts",254,140,297,133,391,154,326,124,104,58,476,131,651,149,254,127,380,152,524,164,369,140,109,62,509,134,651,141,1905,222,27,34,1878,226,1683,215,195,95,987,193,395,138,301,136,86,68,23,27,47,49,14,25,95,72,12,18,81,58,48,46,81,50,115,60,102,53,101,74,391,117,37439,15416
G2500250050101,46200,58400,88000,35900,8300,18400,6900,52600,69900,106200,45400,11500,19300,6900,178800,0,178800,148300,30500,142300,51800,17900,11600,8900,11800,9300,6800,7200,10800,14700,7000,3800,0,0,0,1981100,050101,53900,58000,93700,36100,9800,17300,7500,62000,79000,115000,43200,10700,21300,8200,196300,0,196300,187300,9000,159500,30700,12200,16200,12700,16500,7800,8500,10300,11100,12300,12000,11300,4800,1900,3100,2814300,"Census Tract 501.01, Suffolk County, Massachusetts",966,230,557,211,907,232,283,112,172,80,278,105,259,98,966,214,696,193,1174,228,455,138,172,85,361,119,262,122,2811,300,0,17,2811,300,2523,294,288,99,1378,251,161,59,164,71,134,74,156,79,95,63,75,48,71,55,128,58,60,46,116,64,142,91,285,107,74,58,42,42,22,22,40301,5806
G2500250050200,50671.2,52144.2,76596,26317.6,12766,16988.6,6775.799999999999,60196.6,71882.4,92897.2,36432.2,16301.2,21407.6,7856,204452.4,589.1999999999999,203863.2,180884.4,22978.8,113519.2,32602.4,14435.399999999998,16890.4,15712,9721.800000000001,14238.999999999998,14533.599999999999,8641.6,5106.4,8248.8,6677.5999999999995,3142.4,883.8,0,0,2225506.6,050200,94700,61400,77300,35300,13200,14500,5300,107800,78400,97900,42800,17100,15000,5300,237000,0,237000,222500,14500,136400,28100,8500,12600,17200,17100,11400,11900,9900,8800,6900,12600,8300,6400,1700,500,2918300,"Census Tract 502, Suffolk County, Massachusetts",907,261,346,159,1189,237,373,124,78,62,450,172,68,45,948,231,549,159,1269,241,504,163,78,74,485,188,101,69,3237,422,0,17,3237,422,3000,408,237,125,851,207,133,71,60,51,126,63,141,78,101,70,87,63,72,47,101,64,69,56,218,112,209,94,230,93,146,86,18,20,71,68,50030,7045
G2500250050300,20700,44400,26700,6300,4600,5400,1000,24200,55900,31600,10300,4600,7200,1000,68700,0,68700,53000,15700,71100,41700,12800,4600,6000,4300,800,1000,1400,900,1100,2200,800,1300,0,0,930900,050300,35100,37500,30400,12000,900,3400,2500,41000,43300,39700,22000,900,3400,2500,59000,0,59000,50600,8400,99000,31900,11700,5500,7100,8400,3800,1700,3100,1300,4300,2400,1100,600,0,0,1392500,"Census Tract 503, Suffolk County, Massachusetts",241,97,206,83,422,111,281,98,68,48,126,78,117,80,246,96,242,96,461,121,352,128,68,54,159,89,117,65,884,168,0,12,884,168,742,169,142,63,851,140,278,92,264,90,105,74,50,45,34,30,60,45,18,19,65,41,11,17,61,53,67,46,41,29,17,20,15,18,5,14,15131,3079
G2500250050400,23700,44100,44100,12900,6200,7100,3600,28100,51800,56500,14000,8300,8400,4500,110300,0,110300,100100,10200,63300,26200,10200,7900,14300,6900,8600,5300,4700,2700,4600,1300,500,0,0,0,2058700,050400,36200,28300,53000,14100,9300,19300,6000,40700,33900,57700,24600,11500,21900,7100,122000,0,122000,115900,6100,79200,13100,5700,5900,8000,10600,9200,7600,6300,5100,7800,9400,4300,0,600,600,3158300,"Census Tract 504, Suffolk County, Massachusetts",381,164,143,67,510,163,265,109,81,57,261,91,148,71,381,146,168,74,550,142,300,107,94,63,308,115,148,71,1589,232,0,12,1589,232,1379,211,210,97,411,97,36,26,81,44,38,29,53,41,45,32,27,27,50,46,68,51,52,46,83,55,156,70,112,55,64,53,13,16,104,71,56442,7387
G2500250050500,27700,16700,34800,11300,5200,5300,3200,30600,25900,46600,15900,6200,5300,3200,100700,0,100700,90200,10500,37500,7100,2100,10100,12000,9200,3200,5700,2900,4300,3800,3500,0,1400,0,0,2546900,050500,26200,19800,39600,8100,6900,10400,3300,28900,27400,45900,11000,6900,11600,3300,84300,0,84300,78800,5500,58400,6800,5500,7400,4200,4600,7100,5900,3300,4200,7000,6800,2500,2600,0,0,3320700,"Census Tract 505, Suffolk County, Massachusetts",338,153,155,87,552,148,141,72,17,17,161,94,116,64,361,124,155,90,611,168,160,71,17,38,204,107,116,68,1229,220,0,12,1229,220,1157,229,72,48,461,179,55,35,33,29,24,23,25,25,37,43,70,56,34,30,29,32,94,53,39,31,27,25,162,57,54,50,22,24,6,15,47932,3631
G2500250050600,30263.4,26010.699999999997,30362.3,13153.7,3560.4,1681.3,2769.2,35604,33428.2,34021.6,15131.7,4945,1681.3,2769.2,79515.59999999999,0,79515.59999999999,71801.4,7714.2,51724.7,13944.900000000001,9098.8,4846.0999999999995,5835.1,6131.8,6329.6,1978,989,2175.7999999999997,2472.5,3263.7,1384.6,593.4,593.4,0,2078482.4000000001,050600,52500,32400,32800,14100,6000,3900,1000,66700,37000,42300,21500,6800,4300,1000,137200,0,137200,129600,7600,46900,7800,5200,4100,5100,5600,7300,4300,3300,3900,7800,9600,3500,3000,700,1200,3757600,"Census Tract 506, Suffolk County, Massachusetts",695,189,208,105,369,153,147,97,0,12,49,43,67,43,729,160,208,98,490,154,232,118,0,38,49,48,67,49,1618,309,0,12,1618,309,1341,281,277,118,206,75,31,30,47,37,22,20,33,29,105,57,25,33,0,12,46,42,33,45,43,39,142,60,79,53,91,65,32,50,6,16,58674,12966
G2500250050700,48765.4,60745.100000000006,72141.7,15328.7,13673.599999999999,13030.099999999999,1255,52699.4,69289.4,79181.2,23136.1,14653.800000000001,13911.099999999999,1274.8,152232.00000000003,10.799999999999999,152221.2,126914.20000000001,25307,108756.09999999999,40052.7,16665.800000000003,12863.5,6352.9,10246.4,13031.4,12188.4,4569.4000000000005,8917.8,3178.7,4658.700000000001,3973.0000000000005,1022.8,6.6000000000000005,0,4257111,050700,74000,45400,78100,31500,13900,6500,8000,87100,62200,94300,42000,14500,7900,8400,203000,0,203000,184700,18300,118400,26800,9500,10300,5600,14400,7600,11600,7400,11300,12700,14400,8900,0,0,2600,3213400,"Census Tract 507, Suffolk County, Massachusetts",922,263,390,142,978,255,255,124,88,65,366,159,131,85,959,218,451,159,1249,266,326,138,88,68,420,159,131,72,3077,374,0,12,3077,374,2773,330,304,173,639,192,20,23,42,33,55,46,118,84,101,77,61,53,87,72,14,22,70,53,116,71,263,118,233,85,149,77,50,43,48,50,63262,10515
G2500250050901,34500,52100,66800,22100,11900,8300,4100,46900,65800,80000,30800,18000,9600,4100,179700,0,179700,163400,16300,80400,23500,8500,9200,15400,8100,6700,7300,12300,7200,4600,12800,3800,2200,0,0,2714300,050901,49000,47900,88500,22100,7700,11500,5100,60400,64800,101100,27000,9600,14100,5100,169600,0,169600,154800,14800,121800,22100,10500,9300,11600,9400,7100,7100,10000,6200,16300,7900,10500,1500,1500,1500,3190300,"Census Tract 509.01, Suffolk County, Massachusetts",754,226,235,120,1385,380,455,139,25,32,255,101,110,83,859,225,291,143,1584,388,512,147,30,47,359,130,110,73,3021,458,0,12,3021,458,2782,466,239,106,779,188,73,60,13,15,74,62,74,55,123,77,82,70,118,76,11,24,21,20,75,54,161,67,209,98,107,75,62,56,105,68,56250,13038
G2500250051000,31800,70700,116700,34000,7300,7200,16100,36000,80100,130400,42900,8300,10300,16700,197700,0,197700,188900,8800,132600,42500,16200,14000,11100,17100,11100,11200,8400,8600,9600,11700,2100,1200,0,800,2447900,051000,29500,55200,117300,36000,11000,22200,10500,32800,62100,127900,45200,11600,25400,10500,181000,0,181000,164600,16400,145100,24900,18000,18000,12600,12300,3700,7300,10700,3700,16500,13900,11600,5800,1800,3400,2794400,"Census Tract 510, Suffolk County, Massachusetts",257,98,198,75,1352,203,649,188,181,93,384,143,101,65,257,92,232,87,1443,220,916,198,181,86,416,129,101,66,2438,247,0,12,2438,247,2096,222,342,135,1242,188,277,87,115,51,70,51,123,63,56,36,78,55,46,36,56,54,39,38,134,72,188,73,262,96,120,57,112,60,89,60,50970,7093
G2500250051101,52100,54700,147900,39300,24800,32400,22300,55300,60800,165600,49200,27100,39000,22300,259800,0,259800,239600,20200,170700,45500,23400,10300,13800,10400,18800,15600,15600,12200,12500,6900,15800,5800,700,1500,3021900,051101,36100,58400,145900,59000,17600,51200,27700,37800,67000,162500,69500,18500,54600,27700,262000,0,262000,246000,16000,188700,19900,12900,20400,17100,13300,16100,8900,15200,10300,17700,31300,17400,11100,2300,3300,4000000,"Census Tract 511.01, Suffolk County, Massachusetts",563,189,414,226,1386,303,671,251,333,148,706,235,281,117,563,184,529,210,1609,348,863,230,397,176,721,214,281,111,3980,588,0,17,3980,588,3456,492,524,188,1196,294,168,96,84,86,77,68,47,41,95,65,173,102,185,95,109,77,43,39,190,138,143,81,284,113,230,115,148,115,232,136,54576,12436
G2500250051200,24323.850000000002,26472.600000000002,61368.3,16158.6,6360.3,10142.1,3094.2000000000003,24323.850000000002,30770.100000000002,75292.2,22690.8,8337.15,10142.1,3352.05,111391.2,0,111391.2,101678.85,9712.35,64118.700000000004,15900.75,7133.85,7391.7,7391.7,11087.550000000001,4469.4000000000005,4039.65,5930.55,5157,3094.2000000000003,7649.55,4641.3,0,0,0,2264610.6,051200,30942,28707.3,60079.05,21315.600000000002,5157,11689.2,7219.8,31543.65,31629.600000000002,69619.5,26988.3,5500.8,12204.9,7219.8,110617.65000000001,0,110617.65000000001,99100.35,11517.300000000001,77355,23292.45,8852.85,7133.85,4727.25,6102.45,5930.55,7391.7,11087.550000000001,4641.3,7821.45,9884.25,5758.6500000000005,1719,2234.7000000000003,429.75,2730029.85,"Census Tract 512, Suffolk County, Massachusetts",252,111,31,26,484,126,195,77,107,72,286,122,255,82,263,115,66,55,500,140,236,89,107,70,320,135,255,84,1403,181,0,12,1403,181,1314,181,89,56,386,126,49,41,19,21,54,40,71,54,71,52,46,34,34,30,47,55,87,45,13,20,148,61,128,82,89,63,62,34,35,27,49866,25102
G2500250060101,14900,29800,108900,38000,12400,31500,6100,14900,32400,117600,48600,14600,38400,7000,179500,1100,178400,164200,14200,99000,23400,14100,9300,8900,10100,13200,7400,7900,8100,17100,10500,12400,0,0,1000,3155300,060101,5600,15900,91900,36500,18000,41800,24500,5600,18000,96600,38900,18000,50800,24500,167200,0,167200,162400,4800,90600,11600,8300,7500,7000,5900,9900,9200,6600,10300,15200,17200,17800,10900,6500,3900,4910400,"Census Tract 601.01, Suffolk County, Massachusetts",43,48,83,66,578,127,325,115,167,66,1182,194,437,131,43,41,87,71,636,137,353,110,167,83,1308,340,499,139,2466,184,0,12,2466,184,2275,186,191,94,664,157,38,41,41,32,49,47,37,33,68,48,68,48,38,48,16,18,59,41,150,74,164,73,239,82,231,94,95,59,282,80,80281,8870
G2500250060200,3800,16900,74100,19700,5500,24000,13200,3800,20200,83100,24200,6100,24900,13200,124200,1200,123000,116400,6600,59200,13400,2800,3100,6100,12100,4700,4900,6500,7800,8800,8500,7000,2000,1200,500,3678600,060200,4500,5100,42600,29900,6900,50000,20200,5000,6200,47700,37100,6900,53400,21000,126800,0,126800,123900,2900,52300,4700,2200,3300,2800,5700,3300,3200,4000,5700,16100,11300,14000,10100,1600,9400,5595200,"Census Tract 602, Suffolk County, Massachusetts",18,41,0,24,396,164,84,39,52,34,744,191,306,95,18,39,0,38,397,126,90,46,52,41,830,208,306,97,1441,222,0,12,1441,222,1251,226,190,125,294,82,28,27,35,27,0,12,13,15,10,11,4,7,23,23,14,17,22,21,84,64,133,60,158,71,121,64,88,46,175,87,89352,10404
G2500250060301,16500,32900,96000,34100,17400,34900,12300,16500,36100,106200,42800,18200,38500,12300,179200,0,179200,168100,11100,95000,23500,10700,6400,9800,12800,13600,7500,12500,10600,14100,10800,7300,3300,0,500,3212500,060301,12400,18200,82200,35600,10000,61100,23700,12400,21300,90200,43000,10000,66800,23700,180200,0,180200,174600,5600,92300,11200,10900,7900,7300,4600,6500,9000,7600,10500,16700,16100,21300,9400,7100,4200,4982500,"Census Tract 603.01, Suffolk County, Massachusetts",9,41,167,72,706,156,154,74,75,50,822,164,462,130,9,37,177,86,719,139,181,84,75,54,1201,318,462,143,2177,286,0,12,2177,286,2113,287,64,42,674,152,54,34,115,48,30,35,32,33,36,30,31,31,111,84,24,26,37,34,103,62,107,71,190,75,115,48,155,71,346,103,86719,14443
G2500250060400,28900,46100,157300,56000,22700,44700,16400,30200,48700,171000,77200,24200,51200,17100,255400,0,255400,241000,14400,173700,41800,21300,20900,17600,15200,12300,12500,10800,10400,18000,22300,8300,6400,1300,800,2660600,060400,12400,37600,143300,53800,20300,89400,39500,12400,39500,151200,62900,21200,104300,41000,278300,0,278300,268700,9600,155800,22500,11400,13600,20100,9000,13600,18600,10800,14600,15800,26700,22600,19200,6800,8500,4301500,"Census Tract 604, Suffolk County, Massachusetts",103,75,188,149,774,231,394,153,79,85,1547,282,808,194,103,72,215,152,839,223,430,163,79,92,2034,414,858,202,3467,349,12,19,3455,349,3221,365,234,131,1132,278,173,96,135,93,72,64,0,12,80,67,30,48,117,93,82,80,52,56,266,135,43,40,280,130,275,122,223,92,552,176,88878,16065
G2500250060501,13400,48900,98300,50600,11000,20200,16200,15700,55500,110600,64100,13700,23700,16200,211800,0,211800,186400,25400,91200,21400,10700,15200,19400,9400,14200,6000,7700,5500,11300,14400,6700,2700,0,1200,2804900,060501,8700,15700,86600,41400,21000,49400,21500,8700,20400,98400,47800,21800,52900,21500,209500,0,209500,196600,12900,67800,10600,5800,8900,7000,8300,7600,10800,9000,12300,15600,19000,22400,9000,2200,4900,4847500,"Census Tract 605.01, Suffolk County, Massachusetts",70,59,96,56,421,117,175,68,56,38,1252,300,646,137,70,57,96,62,465,118,217,73,56,42,1625,352,677,142,2735,273,0,12,2735,273,2606,272,129,72,510,126,46,35,74,55,43,42,35,42,54,37,34,31,39,32,27,27,66,52,71,52,147,61,362,111,181,67,219,90,348,111,96225,6267
